Query,Tool
Sell 500 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Tesla from 2010-01-01 to 2018-12-31.,GetHistoricalData
Buy 200 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Facebook from 2012-01-01 to 2019-12-31.,GetHistoricalData
Sell 1000 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio after a trade.,CalculatePortfolioValue
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Apple from 2015-01-01 to 2022-12-31.,GetHistoricalData
Buy 500 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Tesla stock?,GetStockPrice
Get historical stock data for Microsoft from 2010-01-01 to 2018-12-31.,GetHistoricalData
Sell 200 shares of Google.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Apple from 2018-01-01 to 2021-12-31.,GetHistoricalData
Submit a buy order for 100 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Submit a sell order for 50 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Calculate the total value of my portfolio.,CalculatePortfolioValue
Fetch historical data for Tesla from 2020-01-01 to 2022-12-31.,GetHistoricalData
Submit a buy order for 500 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Netflix from 2018-01-01 to 2021-12-31.,GetHistoricalData
Submit a sell order for 200 shares of Apple.,ExecuteTrade
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my Google shares.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Apple stock from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my portfolio after selling 500 shares of Google.,CalculatePortfolioValue
Buy 50 shares of Facebook.,ExecuteTrade
Get historical data for Tesla stock from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Submit a sell order for 200 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio after buying 1000 shares of Apple.,CalculatePortfolioValue
Get historical data for Facebook stock from 2018 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Buy 500 shares of Microsoft.,ExecuteTrade
Get historical data for Apple stock from 2020 to 2023.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Calculate the total value of my portfolio after selling 1000 shares of Netflix.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Netflix from 2018-01-01 to 2021-12-31.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the market sentiment for Apple.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Google from 2015-01-01 to 2020-12-31.,GetHistoricalData
Buy 50 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Sell 300 shares of Google.,ExecuteTrade
Fetch historical data for Tesla from 2010-01-01 to 2018-12-31.,GetHistoricalData
Calculate the total value of my portfolio.,CalculatePortfolioValue
Get the current price of Microsoft stock.,GetStockPrice
Analyze the market sentiment for Google.,AnalyzeSentiment
Submit a sell order for 500 shares of Facebook.,ExecuteTrade
Get historical data for Apple from 2012-01-01 to 2020-12-31.,GetHistoricalData
Get the current price of Apple stock.,GetStockPrice
Calculate the value of my Google shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Fetch historical data for Amazon from 2015-01-01 to 2022-12-31.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 50 shares of Netflix.,ExecuteTrade
Get historical stock data for Tesla from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 20 shares of IBM.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Alphabet from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Sell 10 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio after buying 50 shares of Tesla.,CalculatePortfolioValue
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Microsoft from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Buy 30 shares of Amazon.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Facebook from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Sell 20 shares of Alphabet.,ExecuteTrade
Calculate the total value of my portfolio after selling 50 shares of Google.,CalculatePortfolioValue
What is the current price of IBM stock?,GetStockPrice
Get historical stock data for Amazon from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 15 shares of Microsoft.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Microsoft.,ExecuteTrade
Get historical stock data for Google from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Tesla.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Amazon from 2018-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Buy 100 shares of Alphabet.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Facebook from 2015-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Sell 300 shares of Google.,ExecuteTrade
Calculate the total value of my Apple shares.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Microsoft from 2012-01-01 to 2016-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Buy 800 shares of Amazon.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Tesla from 2010-01-01 to 2014-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Sell 400 shares of Facebook.,ExecuteTrade
Calculate the total value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Apple from 2008-01-01 to 2012-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Buy 600 shares of Facebook.,ExecuteTrade
What is the current price of Tesla stock?,GetStockPrice
Get historical stock data for Alphabet from 2004-01-01 to 2008-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Sell 1000 shares of Amazon.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Apple.,ExecuteTrade
Get historical stock data for Netflix from 2015-01-01 to 2015-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 1000 shares of Microsoft.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Facebook from 2010-01-01 to 2010-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Sell 500 shares of Google.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Apple from 2015-01-01 to 2015-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Buy 200 shares of Facebook.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Tesla from 2020-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Sell 1000 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Alphabet from 2015-01-01 to 2015-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Microsoft from 2010-01-01 to 2010-12-31.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 50 shares of Google.,ExecuteTrade
Get the historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Apple stock?,GetStockPrice
Sell 20 shares of Tesla.,ExecuteTrade
Get the historical stock data for Amazon from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 30 shares of Netflix.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get the historical stock data for Google from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 40 shares of Facebook.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Get the historical stock data for Facebook from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Buy 25 shares of Amazon.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get the historical stock data for Tesla from 2015 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Sell 15 shares of Apple.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Get the historical stock data for Netflix from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 35 shares of Microsoft.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get the historical stock data for Amazon from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
What is the current price of Amazon stock?,GetStockPrice
I want to sell 50 shares of Google.,ExecuteTrade
Get the historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 20 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get the historical stock data for Amazon from 2018 to 2021.,GetHistoricalData
Sell 30 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Microsoft stock?,GetStockPrice
Get the historical stock data for Google from 2015 to 2020.,GetHistoricalData
Buy 40 shares of Tesla.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the historical stock data for Facebook from 2012 to 2019.,GetHistoricalData
What is the current price of Netflix stock?,GetStockPrice
Sell 25 shares of Microsoft.,ExecuteTrade
Get the historical stock data for Tesla from 2010 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
What is the current price of Facebook stock?,GetStockPrice
Buy 35 shares of Amazon.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Get the historical stock data for Apple from 2008 to 2017.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Google stock?,GetStockPrice
Sell 45 shares of Facebook.,ExecuteTrade
Get the historical stock data for Microsoft from 2005 to 2016.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Tesla stock?,GetStockPrice
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate my current portfolio value.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 200 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Tesla from 2015 to 2020.,GetHistoricalData
Submit a sell order for 150 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Facebook from 2012 to 2018.,GetHistoricalData
Submit a buy order for 300 shares of Tesla.,ExecuteTrade
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Calculate the value of my portfolio.,CalculatePortfolioValue
Get historical data for Apple from 2010 to 2015.,GetHistoricalData
Submit a sell order for 250 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Fetch historical data for Microsoft from 2015 to 2022.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Microsoft.,ExecuteTrade
Get the historical stock prices for Google from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Tesla stock?,GetStockPrice
Sell 200 shares of Apple.,ExecuteTrade
Get the historical stock prices for Amazon from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 1000 shares of Alphabet.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get the historical stock prices for Microsoft from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 500 shares of Google.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get the historical stock prices for Tesla from 2010 to 2018.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 200 shares of Facebook.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get the historical stock prices for Apple from 2012 to 2019.,GetHistoricalData
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 1000 shares of Alphabet.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Get the historical stock prices for Facebook from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get the historical stock prices for Microsoft from 2010 to 2017.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 50 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current value of my portfolio?,CalculatePortfolioValue
Sell 20 shares of Facebook.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Netflix from 2018 to 2021.,GetHistoricalData
Buy 30 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Sell 15 shares of Microsoft.,ExecuteTrade
Get historical data for Facebook from 2015 to 2020.,GetHistoricalData
What is the current value of my portfolio?,CalculatePortfolioValue
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 25 shares of Netflix.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Google from 2012 to 2018.,GetHistoricalData
Sell 10 shares of Apple.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Get historical data for Amazon from 2010 to 2015.,GetHistoricalData
What is the current value of my portfolio?,CalculatePortfolioValue
Buy 40 shares of Alphabet.,ExecuteTrade
Get the current price of Google stock.,GetStockPrice
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Sell 20 shares of Netflix.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Microsoft.,ExecuteTrade
Get the historical stock data for Google from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 50 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Apple from 2018 to 2021.,GetHistoricalData
Submit a buy order for 200 shares of Alphabet.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Microsoft from 2015 to 2020.,GetHistoricalData
Buy 500 shares of NVIDIA.,ExecuteTrade
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Fetch historical data for Facebook from 2010 to 2019.,GetHistoricalData
Submit a sell order for 300 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Get the current price of NVIDIA stock.,GetStockPrice
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
Get historical data for Tesla from 2015 to 2022.,GetHistoricalData
Buy 100 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Netflix from 2018 to 2021.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Amazon from 2018 to 2021.,GetHistoricalData
Submit a buy order for 200 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Google from 2015 to 2020.,GetHistoricalData
Buy 20 shares of Facebook.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Sell 100 shares of Amazon.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Calculate the total value of my portfolio.,CalculatePortfolioValue
Submit a sell order for 50 shares of Apple.,ExecuteTrade
Get the current price of Google stock.,GetStockPrice
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Get historical data for Apple from 2012 to 2018.,GetHistoricalData
Buy 150 shares of Tesla.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
What is the current price of Amazon stock?,GetStockPrice
Buy 50 shares of Google.,ExecuteTrade
Get historical data for Microsoft stock from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 20 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical data for Amazon stock from 2018 to 2021.,GetHistoricalData
Calculate the value of my portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Buy 30 shares of Netflix.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical data for Google stock from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Sell 15 shares of Microsoft.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical data for Tesla stock from 2010 to 2015.,GetHistoricalData
Calculate the value of my Apple shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Buy 25 shares of Amazon.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical data for Facebook stock from 2012 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Sell 10 shares of Google.,ExecuteTrade
What is the current price of Tesla stock?,GetStockPrice
Get historical data for Apple stock from 2005 to 2012.,GetHistoricalData
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Buy 40 shares of Facebook.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Sell 200 shares of Tesla.,ExecuteTrade
Get the historical price data for Apple from 2018-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Buy 1000 shares of Microsoft.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get the historical price data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Sell 500 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio after buying 1000 shares of Netflix.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Get the historical price data for Facebook from 2010-01-01 to 2017-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get the historical price data for Netflix from 2015-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Sell 1000 shares of Google.,ExecuteTrade
Calculate the total value of my portfolio after selling 200 shares of Tesla.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Get the historical price data for Amazon from 2012-01-01 to 2018-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Buy 200 shares of Facebook.,ExecuteTrade
What is the current price of Twitter stock?,GetStockPrice
Get the historical price data for Twitter from 2013-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Twitter.,AnalyzeSentiment
Sell 500 shares of Microsoft.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Microsoft.,ExecuteTrade
Get the historical stock prices for Google from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Tesla.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Amazon from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Alphabet.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get the historical stock prices for Facebook from 2015 to 2020.,GetHistoricalData
Submit a sell order for 500 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Calculate the total value of my portfolio including Apple shares.,CalculatePortfolioValue
Submit a buy order for 750 shares of Amazon.,ExecuteTrade
Get the current price of Google stock.,GetStockPrice
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Get the historical stock prices for Microsoft from 2010 to 2018.,GetHistoricalData
Submit a sell order for 1000 shares of Facebook.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my Google shares.,CalculatePortfolioValue
Fetch historical data for Apple from 2015 to 2022.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock prices for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 50 shares of Netflix.,ExecuteTrade
Get historical stock prices for Tesla from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 20 shares of IBM.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock prices for Microsoft from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Sell 30 shares of Facebook.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of IBM stock?,GetStockPrice
Get historical stock prices for Amazon from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 15 shares of Microsoft.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock prices for Google from 2012 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Sell 25 shares of Amazon.,ExecuteTrade
